hour,entity_type,entity_id,event,detail
64,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
64,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
64,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
64,TRUCK,2,MOVING,"pos=(74.37,68.99) heading to WH-3"
65,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
65,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
65,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
65,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
65,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
65,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
65,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
65,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
65,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
65,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
65,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
65,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
65,TRUCK,2,MOVING,"pos=(74.48,70.99) heading to WH-3"
66,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
66,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
66,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
66,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
66,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
66,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
66,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
66,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
66,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
66,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
66,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
66,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
66,TRUCK,2,MOVING,"pos=(74.60,72.99) heading to WH-3"
67,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
67,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
67,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
67,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
67,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
67,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
67,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
67,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
67,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
67,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
67,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
67,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
67,TRUCK,2,MOVING,"pos=(74.72,74.98) heading to WH-3"
68,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
68,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
68,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
68,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
68,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
68,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
68,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
68,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
68,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
68,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
68,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
68,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
68,TRUCK,2,MOVING,"pos=(74.84,76.98) heading to WH-3"
69,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
69,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
69,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
69,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
69,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
69,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
69,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
69,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
69,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
69,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
69,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
69,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
69,TRUCK,2,MOVING,"pos=(74.96,78.98) heading to WH-3"
70,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
70,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
70,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
70,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
70,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
70,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
70,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
70,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
70,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
70,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
70,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
70,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
70,TRUCK,2,MOVING,"pos=(75.08,80.97) heading to WH-3"
71,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
71,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
71,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
71,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
71,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
71,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
71,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
71,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
71,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
71,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
71,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
71,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
71,TRUCK,2,MOVING,"pos=(75.20,82.97) heading to WH-3"
72,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
72,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
72,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
72,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
72,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
72,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
72,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
72,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
72,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
72,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
72,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
72,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
72,TRUCK,2,MOVING,"pos=(75.32,84.97) heading to WH-3"
73,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
73,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
73,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
73,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
73,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
73,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
73,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
73,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
73,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
73,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
73,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
73,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
73,TRUCK,2,MOVING,"pos=(75.44,86.96) heading to WH-3"
74,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
74,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
74,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
74,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
74,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
74,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
74,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
74,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
74,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
74,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
74,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
74,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
74,TRUCK,2,MOVING,"pos=(75.55,88.96) heading to WH-3"
75,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
75,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
75,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
75,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
75,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
75,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
75,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
75,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
75,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
75,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
75,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
75,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
75,TRUCK,2,MOVING,"pos=(75.67,90.96) heading to WH-3"
76,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
76,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
76,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
76,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
76,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
76,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
76,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
76,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
76,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
76,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
76,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
76,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
76,TRUCK,2,MOVING,"pos=(75.79,92.95) heading to WH-3"
77,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
77,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
77,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
77,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
77,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
77,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
77,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
77,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
77,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
77,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
77,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
77,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
77,TRUCK,2,MOVING,"pos=(75.91,94.95) heading to WH-3"
78,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
78,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
78,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
78,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
78,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
78,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
78,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
78,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
78,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
78,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
78,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
78,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
78,TRUCK,2,MOVING,"pos=(76.03,96.94) heading to WH-3"
79,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
79,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
79,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
79,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
79,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
79,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
79,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
79,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
79,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
79,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
79,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
79,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
79,TRUCK,2,MOVING,"pos=(76.15,98.94) heading to WH-3"
80,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
80,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
80,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
80,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
80,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
80,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
80,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
80,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
80,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
80,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
80,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
80,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
80,TRUCK,2,WAITING,"queued at WH-3"
81,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
81,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
81,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
81,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
81,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
81,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
81,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
81,WAREHOUSE,3,DOCK_STATUS,"dock=0 truck=2 dock=1 FREE"
81,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
81,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
81,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
81,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
81,TRUCK,2,LOADING,"loaded shipment 4 size 1 at WH-3"
81,SHIPMENT,4,IN_TRANSIT,"WH-3 to WH-2"
81,TRUCK,2,MOVING,"pos=(76.20,99.80) heading to WH-2"
82,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
82,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
82,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
82,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
82,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
82,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
82,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
82,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
82,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
82,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
82,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
82,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
82,TRUCK,2,MOVING,"pos=(75.24,98.04) heading to WH-2"
83,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
83,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
83,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
83,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
83,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
83,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
83,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
83,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
83,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
83,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
83,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
83,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
83,TRUCK,2,MOVING,"pos=(74.29,96.29) heading to WH-2"
84,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
84,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
84,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
84,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
84,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
84,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
84,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
84,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
84,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
84,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
84,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
84,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
84,TRUCK,2,MOVING,"pos=(73.33,94.53) heading to WH-2"
85,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
85,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
85,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
85,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
85,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
85,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
85,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
85,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
85,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
85,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
85,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
85,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
85,TRUCK,2,MOVING,"pos=(72.38,92.77) heading to WH-2"
86,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
86,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
86,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
86,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
86,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
86,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
86,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
86,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
86,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
86,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
86,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
86,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
86,TRUCK,2,MOVING,"pos=(71.42,91.02) heading to WH-2"
87,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
87,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
87,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
87,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
87,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
87,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
87,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
87,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
87,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
87,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
87,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
87,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
87,TRUCK,2,MOVING,"pos=(70.46,89.26) heading to WH-2"
88,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
88,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
88,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
88,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
88,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
88,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
88,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
88,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
88,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
88,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
88,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
88,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
88,TRUCK,2,MOVING,"pos=(69.51,87.50) heading to WH-2"
89,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
89,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
89,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
89,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
89,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
89,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
89,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
89,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
89,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
89,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
89,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
89,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
89,TRUCK,2,MOVING,"pos=(68.55,85.75) heading to WH-2"
90,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
90,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
90,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
90,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
90,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
90,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
90,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
90,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
90,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
90,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
90,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
90,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
90,TRUCK,2,MOVING,"pos=(67.59,83.99) heading to WH-2"
91,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
91,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
91,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
91,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
91,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
91,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
91,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
91,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
91,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
91,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
91,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
91,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
91,TRUCK,2,MOVING,"pos=(66.64,82.23) heading to WH-2"
92,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
92,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
92,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
92,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
92,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
92,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
92,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
92,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
92,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
92,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
92,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
92,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
92,TRUCK,2,MOVING,"pos=(65.68,80.48) heading to WH-2"
93,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
93,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
93,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
93,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
93,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
93,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
93,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
93,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
